Environment	Season	Replication	Block	Row	Col	Yield	Genotype
MMYezin	2018DS	1	NA	21	5	5194.219961	Genotype_10361
MMYezin	2018DS	1	NA	22	5	3358.45867	Genotype_10500
MMYezin	2018DS	1	NA	23	5	3014.97416	Genotype_10626
MMYezin	2018DS	1	NA	24	5	2806.489018	Genotype_10416
MMYezin	2018DS	1	NA	25	5	6297.924039	Genotype_10850
MMYezin	2018DS	1	NA	26	5	2207.441229	Genotype_10923
MMYezin	2018DS	1	NA	27	5	3266.457961	Genotype_10578
MMYezin	2018DS	1	NA	28	5	4208.160299	Genotype_10738
MMYezin	2018DS	1	NA	29	5	3573.221614	Genotype_10980
MMYezin	2018DS	1	NA	30	5	4331.264375	Genotype_10720
MMYezin	2018DS	1	NA	31	5	2737.013397	Genotype_10912
MMYezin	2018DS	1	NA	32	5	4176.846409	Genotype_10787
MMYezin	2018DS	1	NA	33	5	1061.841085	Genotype_10706
MMYezin	2018DS	1	NA	34	5	3742.814712	Genotype_10328
MMYezin	2018DS	1	NA	35	5	5264.06408	Genotype_10595
MMYezin	2018DS	1	NA	36	5	3866.773256	Genotype_11003
MMYezin	2018DS	1	NA	37	5	5426.913233	Genotype_10928
MMYezin	2018DS	1	NA	38	5	2742.144843	Genotype_10683
MMYezin	2018DS	1	NA	39	5	3569.244502	Genotype_10895
MMYezin	2018DS	1	NA	40	5	5093.895349	Genotype_10200
MMYezin	2018DS	1	NA	41	5	2809.165527	Genotype_10947
MMYezin	2018DS	1	NA	42	5	4547.860844	Genotype_10854
MMYezin	2018DS	1	NA	43	5	1681.686047	Genotype_10424
MMYezin	2018DS	1	NA	43	6	1716.838347	Genotype_10232
MMYezin	2018DS	1	NA	42	6	3397.868217	Genotype_10389
MMYezin	2018DS	1	NA	41	6	2067.040953	Genotype_10473
MMYezin	2018DS	1	NA	40	6	1601.046512	Genotype_10254
MMYezin	2018DS	1	NA	39	6	3049.810415	Genotype_10805
MMYezin	2018DS	1	NA	38	6	3189.277363	Genotype_10455
MMYezin	2018DS	1	NA	37	6	3664.662854	Genotype_10386
MMYezin	2018DS	1	NA	36	6	5100.383338	Genotype_10363
MMYezin	2018DS	1	NA	35	6	2761.027553	Genotype_10782
MMPangkone	2018DS	2	NA	48	6	2634.979621	Check4
MMYezin	2018DS	1	NA	33	6	3428.385013	Genotype_10176
MMYezin	2018DS	1	NA	32	6	4438.389472	Genotype_10184
MMYezin	2018DS	1	NA	31	6	3898.950258	Genotype_10456
MMYezin	2018DS	1	NA	30	6	2319.513926	Genotype_10684
MMYezin	2018DS	1	NA	29	6	3434.714674	Genotype_10195
MMYezin	2018DS	1	NA	28	6	3005.377907	Genotype_10835
MMYezin	2018DS	1	NA	27	6	3474.93611	Genotype_10475
MMYezin	2018DS	1	NA	26	6	1113.897331	Genotype_10162
MMYezin	2018DS	1	NA	25	6	2967.063953	Genotype_10370
MMYezin	2018DS	1	NA	24	6	1957.117248	Genotype_10327
MMYezin	2018DS	1	NA	23	6	2684.566596	Genotype_10766
MMYezin	2018DS	1	NA	22	6	4825.297017	Genotype_10419
MMYezin	2018DS	1	NA	21	6	3387.296512	Genotype_10695
MMYezin	2018DS	1	NA	20	6	3453.822674	Genotype_10173
MMYezin	2018DS	1	NA	19	6	4443.997754	Genotype_10902
MMYezin	2018DS	1	NA	18	6	2581.395349	Genotype_10198
MMYezin	2018DS	1	NA	17	6	5199.278048	Genotype_10226
MMYezin	2018DS	1	NA	16	6	4087.738562	Genotype_10186
MMYezin	2018DS	1	NA	15	6	3693.731041	Genotype_10717
MMYezin	2018DS	1	NA	14	6	3887.259858	Genotype_10431
MMYezin	2018DS	1	NA	13	6	3745.368004	Genotype_10757
MMYezin	2018DS	1	NA	12	6	3567.141253	Genotype_10175
MMYezin	2018DS	1	NA	11	6	3244.097573	Genotype_10297
MMYezin	2018DS	1	NA	10	6	2313.444767	Genotype_10432
MMYezin	2018DS	1	NA	9	6	2808.252221	Genotype_10354
MMYezin	2018DS	1	NA	8	6	1840.116279	Genotype_10701
MMYezin	2018DS	1	NA	7	6	4092.467139	Genotype_10362
MMYezin	2018DS	1	NA	6	6	3918.588852	Genotype_10430
MMYezin	2018DS	1	NA	5	6	2194.727945	Genotype_10936
MMYezin	2018DS	1	NA	4	6	5206.572295	Genotype_10937
MMYezin	2018DS	1	NA	3	6	3423.517442	Genotype_10919
MMYezin	2018DS	1	NA	2	6	3767.086563	Genotype_10411
MMYezin	2018DS	1	NA	1	6	2070.833333	Genotype_10786
MMYezin	2018DS	2	NA	44	1	2735.788114	Genotype_10748
MMYezin	2018DS	2	NA	45	1	4629.970298	Genotype_10899
MMYezin	2018DS	2	NA	46	1	2613.15407	Genotype_10823
BDLalpur	2018DS	1	NA	4	2	2349.767442	Check5
MMYezin	2018DS	2	NA	48	1	5441.592377	Genotype_10279
MMYezin	2018DS	2	NA	49	1	6394.685288	Genotype_10850
MMYezin	2018DS	2	NA	50	1	2060.084973	Genotype_10955
MMYezin	2018DS	2	NA	51	1	3488.80814	Genotype_10346
MMYezin	2018DS	2	NA	52	1	3796.540378	Genotype_10870
MMYezin	2018DS	2	NA	53	1	4870.879121	Genotype_11003
MMYezin	2018DS	2	NA	54	1	3757.92231	Genotype_10499
MMYezin	2018DS	2	NA	55	1	3966.075581	Genotype_10362
MMYezin	2018DS	2	NA	56	1	5211.203041	Genotype_10985
MMYezin	2018DS	2	NA	57	1	3051.063689	Genotype_10639
MMYezin	2018DS	2	NA	58	1	1928.51049	Genotype_10371
MMYezin	2018DS	2	NA	59	1	2998.70801	Genotype_10430
MMYezin	2018DS	2	NA	60	1	2687.063953	Genotype_10545
MMYezin	2018DS	2	NA	61	1	2895.604396	Genotype_10984
MMYezin	2018DS	2	NA	62	1	5345.374393	Genotype_10226
MMYezin	2018DS	2	NA	63	1	4642.667959	Genotype_10444
MMYezin	2018DS	2	NA	64	1	4197.889282	Genotype_10605
MMYezin	2018DS	2	NA	65	1	4086.343529	Genotype_10531
MMYezin	2018DS	2	NA	66	1	4953.804348	Genotype_10200
MMYezin	2018DS	2	NA	67	1	2846.966052	Genotype_10568
MMYezin	2018DS	2	NA	68	1	4591.234347	Genotype_10515
BDLalpur	2018DS	2	NA	2	48	3064.405685	Check5
MMYezin	2018DS	2	NA	70	1	2057.665571	Genotype_10560
MMYezin	2018DS	2	NA	71	1	4894.391431	Genotype_10589
MMYezin	2018DS	2	NA	72	1	2665.780731	Genotype_10176
MMYezin	2018DS	2	NA	73	1	5192.83999	Genotype_10401
MMYezin	2018DS	2	NA	74	1	2228.827519	Genotype_10311
MMYezin	2018DS	2	NA	75	1	3745.478036	Genotype_10813
MMYezin	2018DS	2	NA	76	1	3313.631193	Genotype_10251
MMYezin	2018DS	2	NA	77	1	3758.650652	Genotype_10816
MMYezin	2018DS	2	NA	78	1	2621.631137	Genotype_10388
MMYezin	2018DS	2	NA	79	1	3958.323643	Genotype_10598
BDTanore	2018DS	1	NA	3	35	525.6410256	Check5
MMYezin	2018DS	2	NA	81	1	2078.025899	Genotype_10801
MMYezin	2018DS	2	NA	82	1	3231.761881	Genotype_10375
MMYezin	2018DS	2	NA	83	1	3194.315245	Genotype_10173
MMYezin	2018DS	2	NA	84	1	4609.481216	Genotype_10673
MMYezin	2018DS	2	NA	85	1	4689.964611	Genotype_10787
BDTanore	2018DS	2	NA	6	80	264.6541443	Check5
MMYezin	2018DS	2	NA	86	2	3237.906977	Genotype_10175
MMYezin	2018DS	2	NA	85	2	2403.526706	Genotype_10290
MMYezin	2018DS	2	NA	84	2	4159.915319	Genotype_10240
MMYezin	2018DS	2	NA	83	2	2767.745336	Genotype_10340
MMYezin	2018DS	2	NA	82	2	3489.969333	Genotype_10633
MMYezin	2018DS	2	NA	81	2	5131.926188	Genotype_10835
MMYezin	2018DS	2	NA	80	2	2235.644007	Genotype_10629
MMYezin	2018DS	2	NA	79	2	5727.165857	Genotype_10996
MMYezin	2018DS	2	NA	78	2	1815.157356	Genotype_10736
MMYezin	2018DS	2	NA	77	2	1969.153747	Genotype_10923
MMYezin	2018DS	2	NA	76	2	6595.551062	Genotype_10419
MMYezin	2018DS	1	NA	23	3	5689.914406	Check5
MMYezin	2018DS	2	NA	74	2	3450.830565	Genotype_10455
MMYezin	2018DS	2	NA	73	2	4554.919499	Genotype_10372
MMYezin	2018DS	2	NA	72	2	1339.261286	Genotype_10496
MMYezin	2018DS	2	NA	71	2	3468.329926	Genotype_10473
MMYezin	2018DS	2	NA	70	2	854.7533861	Genotype_10222
MMYezin	2018DS	2	NA	69	2	3787.50323	Genotype_10695
MMYezin	2018DS	2	NA	68	2	2072.093023	Genotype_10683
MMYezin	2018DS	2	NA	67	2	1241.860465	Genotype_10742
MMYezin	2018DS	2	NA	66	2	3938.447927	Genotype_10766
MMYezin	2018DS	2	NA	65	2	2278.246124	Genotype_10767
MMYezin	2018DS	2	NA	64	2	1448.372093	Genotype_10659
MMYezin	2018DS	2	NA	63	2	1638.940568	Genotype_10354
MMYezin	2018DS	2	NA	62	2	4453.993933	Genotype_10937
MMYezin	2018DS	2	NA	61	2	3147.182469	Genotype_10461
MMYezin	2018DS	2	NA	60	2	5542.635659	Genotype_10994
MMYezin	2018DS	2	NA	59	2	1594.508342	Genotype_10966
MMYezin	2018DS	2	NA	58	2	4367.208038	Genotype_10273
MMYezin	2018DS	2	NA	57	2	3640.040445	Genotype_10960
MMYezin	2018DS	2	NA	56	2	2803.884488	Genotype_10704
MMYezin	2018DS	2	NA	55	2	2871.92691	Genotype_10390
MMYezin	2018DS	2	NA	54	2	3261.928188	Genotype_10874
MMYezin	2018DS	2	NA	53	2	2707.945736	Genotype_10178
MMYezin	2018DS	2	NA	52	2	4983.430233	Genotype_10328
MMYezin	2018DS	2	NA	51	2	4223.013566	Genotype_10530
MMYezin	2018DS	2	NA	50	2	1747.215248	Genotype_10760
MMYezin	2018DS	2	NA	49	2	2841.886305	Genotype_10963
MMYezin	2018DS	2	NA	48	2	4224.924166	Genotype_10508
MMYezin	2018DS	2	NA	47	2	3750.38865	Genotype_10164
MMYezin	2018DS	2	NA	46	2	2660.828488	Genotype_10881
MMYezin	2018DS	2	NA	45	2	1195.652174	Genotype_10232
MMYezin	2018DS	2	NA	44	2	2830.277778	Genotype_10211
MMYezin	2018DS	2	NA	44	3	1721.71288	Genotype_10382
MMYezin	2018DS	2	NA	45	3	3479.775748	Genotype_10615
MMYezin	2018DS	2	NA	46	3	2741.879424	Genotype_10327
MMYezin	2018DS	2	NA	47	3	3865.633075	Genotype_10361
MMYezin	2018DS	2	NA	48	3	3044.362993	Genotype_10592
MMYezin	2018DS	2	NA	49	3	2995.736434	Genotype_10582
MMYezin	2018DS	2	NA	50	3	5005.434783	Genotype_10374
MMYezin	2018DS	2	NA	51	3	3032.153691	Genotype_10911
MMYezin	2018DS	2	NA	52	3	1645.510336	Genotype_10714
MMYezin	2018DS	2	NA	53	3	4173.581269	Genotype_10854
MMYezin	2018DS	2	NA	54	3	2053.488372	Genotype_10432
MMYezin	2018DS	2	NA	55	3	2084.179095	Genotype_10288
MMYezin	2018DS	2	NA	56	3	2894.031008	Genotype_10970
MMYezin	2018DS	2	NA	57	3	1780.539228	Genotype_10162
MMYezin	2018DS	2	NA	58	3	2472.211945	Genotype_10634
MMYezin	2018DS	2	NA	59	3	2989.756067	Genotype_10248
MMYezin	2018DS	2	NA	60	3	4577.041344	Genotype_10195
MMYezin	2018DS	2	NA	61	3	2846.296764	Genotype_10353
MMYezin	2018DS	2	NA	62	3	1586.033873	Genotype_10439
MMYezin	2018DS	2	NA	75	2	4420.32967	Check5
MMYezin	2018DS	2	NA	64	3	3101.191229	Genotype_10943
MMYezin	2018DS	2	NA	65	3	4495.164729	Genotype_10363
MMYezin	2018DS	2	NA	66	3	1964.439086	Genotype_10794
MMYezin	2018DS	2	NA	67	3	4080.449783	Genotype_10478
MMYezin	2018DS	2	NA	68	3	2738.307494	Genotype_10886
MMYezin	2018DS	2	NA	69	3	3366.949911	Genotype_10720
MMYezin	2018DS	2	NA	70	3	5019.457364	Genotype_10184
MMYezin	2018DS	2	NA	71	3	3643.825834	Genotype_10306
MMYezin	2018DS	2	NA	72	3	2584.971606	Genotype_10318
MMYezin	2018DS	2	NA	73	3	4218.936877	Genotype_10795
MMYezin	2018DS	2	NA	74	3	3245.510336	Genotype_10415
MMYezin	2018DS	2	NA	75	3	1863.79866	Genotype_10262
MMYezin	2018DS	2	NA	76	3	3804.050601	Genotype_10187
MMYezin	2018DS	2	NA	77	3	1766.136951	Genotype_10198
MMYezin	2018DS	2	NA	78	3	2279.928941	Genotype_10299
MMYezin	2018DS	2	NA	79	3	3401.090116	Genotype_10302
MMYezin	2018DS	2	NA	80	3	2841.440568	Genotype_10815
MMYezin	2018DS	2	NA	81	3	3088.215564	Genotype_10705
MMYezin	2018DS	2	NA	82	3	1756.078224	Genotype_10930
MMYezin	2018DS	2	NA	83	3	494.3241279	Genotype_10941
MMYezin	2018DS	2	NA	84	3	1076.898085	Genotype_10610
MMYezin	2018DS	2	NA	85	3	2133.253286	Genotype_10811
MMYezin	2018DS	2	NA	86	3	1466.566347	Genotype_10876
MMYezin	2018DS	2	NA	86	4	3812.599029	Genotype_10475
MMYezin	2018DS	2	NA	85	4	3409.460313	Genotype_10757
MMYezin	2018DS	2	NA	84	4	2341.406849	Genotype_10471
MMYezin	2018DS	2	NA	83	4	1944.815891	Genotype_10977
MMYezin	2018DS	2	NA	82	4	1870.364987	Genotype_10902
MMYezin	2018DS	2	NA	81	4	3542.467139	Genotype_10965
MMYezin	2018DS	2	NA	80	4	1997.629696	Genotype_10925
MMYezin	2018DS	2	NA	79	4	1489.94186	Genotype_10903
MMYezin	2018DS	2	NA	78	4	1918.361276	Genotype_10647
MMYezin	2018DS	2	NA	77	4	2038.145995	Genotype_10286
MMYezin	2018DS	2	NA	76	4	2259.479272	Genotype_10337
MMYezin	2018DS	2	NA	75	4	4120.942872	Genotype_10595
MMYezin	2018DS	2	NA	74	4	2166.432405	Genotype_10869
MMYezin	2018DS	2	NA	73	4	2642.950581	Genotype_10429
MMYezin	2018DS	2	NA	72	4	974.3023256	Genotype_10853
MMYezin	2018DS	2	NA	71	4	1481.495478	Genotype_10793
MMYezin	2018DS	2	NA	70	4	2014.573643	Genotype_10947
MMYezin	2018DS	2	NA	69	4	2557.977669	Genotype_10295
MMYezin	2018DS	2	NA	68	4	2414.215116	Genotype_10594
MMYezin	2018DS	2	NA	67	4	4038.915571	Genotype_10685
MMYezin	2018DS	2	NA	66	4	3274.483204	Genotype_10980
MMYezin	2018DS	2	NA	65	4	3472.118579	Genotype_10334
MMYezin	2018DS	2	NA	64	4	1306.653747	Genotype_10701
MMYezin	2018DS	2	NA	63	4	2066.828868	Genotype_10277
MMYezin	2018DS	2	NA	62	4	2660.828488	Genotype_10847
MMYezin	2018DS	2	NA	61	4	3603.64004	Genotype_10269
MMYezin	2018DS	2	NA	60	4	858.5755814	Genotype_10309
MMYezin	2018DS	2	NA	59	4	3430.630688	Genotype_10186
MMYezin	2018DS	2	NA	58	4	2428.953488	Genotype_10359
MMYezin	2018DS	2	NA	57	4	1406.581775	Genotype_10738
MMYezin	2018DS	2	NA	56	4	1590.0695	Genotype_10786
MMYezin	2018DS	2	NA	55	4	3190.208774	Genotype_10436
MMYezin	2018DS	2	NA	54	4	3912.860212	Genotype_10928
MMYezin	2018DS	2	NA	53	4	2850.067084	Genotype_10934
MMYezin	2018DS	2	NA	52	4	2738.307494	Genotype_10370
MMYezin	2018DS	2	NA	51	4	3671.717012	Genotype_10489
MMYezin	2018DS	2	NA	50	4	3339.692872	Genotype_10932
MMYezin	2018DS	2	NA	49	4	3416.304348	Genotype_10463
MMYezin	2018DS	2	NA	48	4	3449.076795	Genotype_10725
MMYezin	2018DS	2	NA	47	4	2834.95478	Genotype_10467
MMYezin	2018DS	2	NA	46	4	1836.060192	Genotype_10611
MMYezin	2018DS	2	NA	45	4	827.4456522	Genotype_10303
MMYezin	2018DS	2	NA	44	4	3325.581395	Genotype_10389
MMYezin	2018DS	2	NA	44	5	2091.073871	Genotype_10292
MMYezin	2018DS	2	NA	45	5	1762.077167	Genotype_10169
MMYezin	2018DS	2	NA	46	5	3144.379845	Genotype_10674
MMYezin	2018DS	2	NA	47	5	1254.909561	Genotype_10254
MMYezin	2018DS	2	NA	48	5	2115.01938	Genotype_10367
MMYezin	2018DS	2	NA	49	5	3150.096899	Genotype_10743
MMYezin	2018DS	2	NA	50	5	3411.779575	Genotype_10392
MMYezin	2018DS	2	NA	51	5	1892.144703	Genotype_10448
MMYezin	2018DS	2	NA	52	5	2281.860465	Genotype_10386
MMYezin	2018DS	2	NA	53	5	2890.232558	Genotype_10472
MMYezin	2018DS	2	NA	54	5	1265.307798	Genotype_10413
MMYezin	2018DS	2	NA	55	5	2070.694444	Genotype_10441
MMYezin	2018DS	2	NA	56	5	2397.987478	Genotype_10856
MMYezin	2018DS	2	NA	57	5	2202.810078	Genotype_10770
MMYezin	2018DS	2	NA	58	5	1005.05814	Genotype_10895
MMYezin	2018DS	2	NA	59	5	1501.658873	Genotype_10516
MMYezin	2018DS	2	NA	60	5	2688.220284	Genotype_10266
MMYezin	2018DS	2	NA	61	5	786.7985339	Genotype_10936
MMYezin	2018DS	2	NA	62	5	1574.651163	Genotype_10799
MMYezin	2018DS	2	NA	63	5	1565.454894	Genotype_10782
MMYezin	2018DS	2	NA	64	5	4479.376438	Genotype_10775
MMYezin	2018DS	2	NA	65	5	2497.194135	Genotype_10456
MMYezin	2018DS	2	NA	66	5	2634.864762	Genotype_10485
MMYezin	2018DS	2	NA	67	5	2698.172757	Genotype_10825
MMYezin	2018DS	2	NA	68	5	3301.592518	Genotype_10503
MMYezin	2018DS	2	NA	69	5	508.55192	Genotype_10949
MMYezin	2018DS	2	NA	70	5	3101.81686	Genotype_10755
MMYezin	2018DS	2	NA	71	5	2097.4677	Genotype_10411
MMYezin	2018DS	2	NA	72	5	1712.151163	Genotype_10752
MMYezin	2018DS	2	NA	73	5	3895.364636	Genotype_10667
MMYezin	2018DS	2	NA	74	5	2067.884226	Genotype_10297
MMYezin	2018DS	2	NA	75	5	3135.585187	Genotype_10717
MMYezin	2018DS	2	NA	76	5	2614.570413	Genotype_10220
MMYezin	2018DS	2	NA	77	5	2365.859173	Genotype_10224
MMYezin	2018DS	2	NA	78	5	1277.790698	Genotype_10228
MMYezin	2018DS	2	NA	79	5	2798.281092	Genotype_10431
MMYezin	2018DS	2	NA	80	5	3070.633075	Genotype_10844
MMYezin	2018DS	2	NA	81	5	2337.112403	Genotype_10719
MMYezin	2018DS	2	NA	82	5	2382.052578	Genotype_10462
MMYezin	2018DS	2	NA	83	5	2424.60819	Genotype_10457
MMYezin	2018DS	2	NA	84	5	2026.072351	Genotype_10919
MMYezin	2018DS	2	NA	85	5	2398.449612	Genotype_10421
MMYezin	2018DS	2	NA	86	5	1604.793282	Genotype_10321
MMYezin	2018DS	2	NA	86	6	2273.372093	Genotype_10298
MMYezin	2018DS	2	NA	85	6	2717.691481	Genotype_10587
MMYezin	2018DS	2	NA	84	6	2627.309609	Genotype_10483
MMYezin	2018DS	2	NA	83	6	3829.23588	Genotype_10762
MMYezin	2018DS	2	NA	82	6	1897.541709	Genotype_10697
MMYezin	2018DS	2	NA	81	6	1551.598837	Genotype_10849
MMYezin	2018DS	2	NA	80	6	2607.138243	Genotype_10690
MMYezin	2018DS	2	NA	79	6	1234.911081	Genotype_10707
MMYezin	2018DS	2	NA	78	6	1770.600775	Genotype_10493
MMYezin	2018DS	2	NA	77	6	3489.307381	Genotype_10500
MMYezin	2018DS	2	NA	76	6	3350.923773	Genotype_10588
MMYezin	2018DS	2	NA	75	6	2693.394703	Genotype_10814
MMYezin	2018DS	2	NA	74	6	1335.197028	Genotype_10596
MMYezin	2018DS	2	NA	73	6	2584.567745	Genotype_10826
MMYezin	2018DS	2	NA	72	6	2301.617796	Genotype_10270
MMYezin	2018DS	2	NA	71	6	806.1899646	Genotype_10706
MMYezin	2018DS	2	NA	70	6	2033.133075	Genotype_10829
MMYezin	2018DS	2	NA	69	6	2800.729904	Genotype_10555
MMYezin	2018DS	2	NA	68	6	2101.631137	Genotype_10684
MMYezin	2018DS	2	NA	67	6	1458.278424	Genotype_10626
MMYezin	2018DS	2	NA	66	6	2056.698686	Genotype_10289
MMYezin	2018DS	2	NA	65	6	748.3947028	Genotype_10347
MMYezin	2018DS	2	NA	64	6	2430.248357	Genotype_10480
MMYezin	2018DS	2	NA	63	6	2878.139535	Genotype_10721
MMYezin	2018DS	2	NA	62	6	3090.141835	Genotype_10961
MMYezin	2018DS	2	NA	61	6	1425.155039	Genotype_10796
MMYezin	2018DS	2	NA	60	6	1448.998357	Genotype_10630
MMYezin	2018DS	2	NA	59	6	3438.574317	Genotype_10912
MMYezin	2018DS	2	NA	58	6	4075.315976	Genotype_10654
MMYezin	2018DS	2	NA	57	6	3030.416667	Genotype_10400
MMYezin	2018DS	2	NA	56	6	4455.871454	Genotype_10904
MMYezin	2018DS	2	NA	55	6	658.4084302	Genotype_10590
MMYezin	2018DS	2	NA	54	6	2650.452196	Genotype_10805
MMYezin	2018DS	2	NA	53	6	3501.131193	Genotype_10352
MMYezin	2018DS	2	NA	52	6	785.4809151	Genotype_10424
MMYezin	2018DS	2	NA	51	6	2079.335187	Genotype_10578
MMYezin	2018DS	2	NA	50	6	2358.120155	Genotype_10395
MMYezin	2018DS	2	NA	49	6	2770.691214	Genotype_10488
MMYezin	2018DS	2	NA	48	6	1066.705426	Genotype_10417
MMYezin	2018DS	2	NA	47	6	1943.386628	Genotype_10445
MMYezin	2018DS	2	NA	46	6	3855.870829	Genotype_10785
MMYezin	2018DS	2	NA	45	6	2597.205882	Genotype_10416
MMYezin	2018DS	2	NA	44	6	3079.376438	Genotype_10274
MMKyaukse	2018DS	1	NA	1	1	3117.732558	Genotype_10367
MMKyaukse	2018DS	1	NA	2	1	5005.813953	Genotype_10705
MMKyaukse	2018DS	1	NA	3	1	3000	Genotype_10500
MMKyaukse	2018DS	1	NA	4	1	2539.934226	Genotype_10762
MMKyaukse	2018DS	1	NA	5	1	4702.026163	Genotype_10801
MMKyaukse	2018DS	1	NA	6	1	3337.125872	Genotype_10793
MMKyaukse	2018DS	1	NA	7	1	3010.465116	Genotype_10346
MMKyaukse	2018DS	1	NA	8	1	3791.162791	Genotype_10743
MMKyaukse	2018DS	1	NA	9	1	3271.19186	Genotype_10439
MMKyaukse	2018DS	1	NA	10	1	4784.673939	Genotype_10707
MMKyaukse	2018DS	1	NA	11	1	5091.93314	Genotype_10269
MMKyaukse	2018DS	1	NA	12	1	4520.930233	Genotype_10912
MMKyaukse	2018DS	1	NA	13	1	4383.03314	Genotype_10232
MMKyaukse	2018DS	1	NA	14	1	2377.761628	Genotype_10590
MMKyaukse	2018DS	1	NA	15	1	2015.715698	Genotype_10930
MMKyaukse	2018DS	1	NA	16	1	2654.598309	Genotype_10430
MMKyaukse	2018DS	1	NA	17	1	3344.877616	Genotype_10478
MMKyaukse	2018DS	1	NA	18	1	2443.168605	Genotype_10853
MMKyaukse	2018DS	1	NA	19	1	1808.372093	Genotype_10937
MMKyaukse	2018DS	1	NA	20	1	2525.773196	Genotype_10531
MMKyaukse	2018DS	1	NA	21	1	4676.75	Genotype_10701
MMKyaukse	2018DS	1	NA	22	1	2072.587209	Genotype_10475
MMKyaukse	2018DS	1	NA	23	1	3433.597384	Genotype_10286
MMKyaukse	2018DS	1	NA	24	1	2092.354651	Genotype_10902
MMKyaukse	2018DS	1	NA	25	1	2045.454545	Genotype_10175
MMKyaukse	2018DS	1	NA	26	1	2282.936047	Genotype_10720
MMKyaukse	2018DS	1	NA	27	1	2418.809302	Genotype_10279
MMKyaukse	2018DS	1	NA	28	1	3897.52907	Genotype_10424
MMKyaukse	2018DS	1	NA	29	1	3344.877616	Genotype_10400
MMKyaukse	2018DS	1	NA	30	1	2583.982558	Genotype_10327
MMKyaukse	2018DS	1	NA	31	1	2813.023256	Genotype_10389
MMKyaukse	2018DS	1	NA	32	1	2480.755814	Genotype_10984
MMKyaukse	2018DS	1	NA	33	1	3337.125872	Genotype_10814
MMKyaukse	2018DS	1	NA	34	1	3000.75	Genotype_10240
MMKyaukse	2018DS	1	NA	35	1	5005.813953	Genotype_10826
MMKyaukse	2018DS	1	NA	36	1	4441.188663	Genotype_10941
MMKyaukse	2018DS	1	NA	37	1	2505.813953	Genotype_10303
MMKyaukse	2018DS	1	NA	38	1	2734.505814	Genotype_10372
MMKyaukse	2018DS	1	NA	39	1	2232.296512	Genotype_10825
MMKyaukse	2018DS	1	NA	40	1	3341.001744	Genotype_10471
MMKyaukse	2018DS	1	NA	41	1	1962.80407	Genotype_10980
MMKyaukse	2018DS	1	NA	42	1	3449.650581	Genotype_10178
MMKyaukse	2018DS	1	NA	43	1	5303.746404	Genotype_10760
MMKyaukse	2018DS	1	NA	43	2	3200	Genotype_10273
MMKyaukse	2018DS	1	NA	42	2	5023.255814	Genotype_10472
MMKyaukse	2018DS	1	NA	41	2	3382.848837	Genotype_10516
MMKyaukse	2018DS	1	NA	40	2	5337.55814	Genotype_10811
MMKyaukse	2018DS	1	NA	39	2	2375	Genotype_10374
MMKyaukse	2018DS	1	NA	38	2	2203.90592	Genotype_10455
MMKyaukse	2018DS	1	NA	37	2	1775.416866	Genotype_10187
MMKyaukse	2018DS	1	NA	36	2	1799.97093	Genotype_10594
MMKyaukse	2018DS	1	NA	35	2	5958.029651	Genotype_10441
MMKyaukse	2018DS	1	NA	34	2	4251.324128	Genotype_10489
MMKyaukse	2018DS	1	NA	33	2	3337.125872	Genotype_10592
MMKyaukse	2018DS	1	NA	32	2	3218.604651	Genotype_10248
MMKyaukse	2018DS	1	NA	31	2	3382.848837	Genotype_10582
MMKyaukse	2018DS	1	NA	30	2	3621.534012	Genotype_10970
MMKyaukse	2018DS	1	NA	29	2	5000	Genotype_10401
MMKyaukse	2018DS	1	NA	28	2	2205.868023	Genotype_10224
MMKyaukse	2018DS	1	NA	27	2	2483.633721	Genotype_10419
MMKyaukse	2018DS	1	NA	12	5	2618.994378	Check5
MMKyaukse	2018DS	1	NA	25	2	2169.269477	Genotype_10169
MMKyaukse	2018DS	1	NA	24	2	4380.087209	Genotype_10847
MMKyaukse	2018DS	1	NA	23	2	2450	Genotype_10963
MMKyaukse	2018DS	1	NA	22	2	3337.125872	Genotype_10186
MMKyaukse	2018DS	1	NA	21	2	1681.628201	Genotype_10961
MMKyaukse	2018DS	1	NA	20	2	3945.744362	Genotype_10714
MMKyaukse	2018DS	1	NA	19	2	5023.255814	Genotype_10444
MMKyaukse	2018DS	1	NA	18	2	2807.263372	Genotype_10697
MMKyaukse	2018DS	1	NA	17	2	5091.104651	Genotype_10704
MMKyaukse	2018DS	1	NA	16	2	6697.75814	Genotype_10849
MMKyaukse	2018DS	1	NA	15	2	3954.593023	Genotype_10337
MMKyaukse	2018DS	1	NA	14	2	3415.813953	Genotype_10473
MMKyaukse	2018DS	1	NA	13	2	2089.764535	Genotype_10633
MMKyaukse	2018DS	1	NA	12	2	2305.348837	Genotype_10318
MMKyaukse	2018DS	1	NA	11	2	1718.181686	Genotype_10362
MMKyaukse	2018DS	1	NA	10	2	3348.753488	Genotype_10270
MMKyaukse	2018DS	1	NA	9	2	2208.427035	Genotype_10386
MMKyaukse	2018DS	1	NA	8	2	4215.403779	Genotype_10985
MMKyaukse	2018DS	1	NA	7	2	2489.897522	Genotype_10578
MMKyaukse	2018DS	1	NA	6	2	5079.868452	Genotype_10943
MMKyaukse	2018DS	1	NA	5	2	4136.347093	Genotype_10463
MMKyaukse	2018DS	1	NA	4	2	1666.75	Genotype_10874
