Environment,Season,Replication,Block,Row,Col,Yield,Genotype
ENV5,2018DS,1,NA,12,6,3567.141253,Genotype_10175
ENV5,2018DS,1,NA,11,6,3244.097573,Genotype_10297
ENV5,2018DS,1,NA,10,6,2313.444767,Genotype_10432
ENV5,2018DS,1,NA,9,6,2808.252221,Genotype_10354
ENV5,2018DS,1,NA,8,6,1840.116279,Genotype_10701
ENV5,2018DS,1,NA,7,6,4092.467139,Genotype_10362
ENV5,2018DS,1,NA,6,6,3918.588852,Genotype_10430
ENV5,2018DS,1,NA,5,6,2194.727945,Genotype_10936
ENV5,2018DS,1,NA,4,6,5206.572295,Genotype_10937
ENV5,2018DS,1,NA,3,6,3423.517442,Genotype_10919
ENV5,2018DS,1,NA,2,6,3767.086563,Genotype_10411
ENV5,2018DS,1,NA,1,6,2070.833333,Genotype_10786
ENV5,2018DS,2,NA,44,1,2735.788114,Genotype_10748
ENV5,2018DS,2,NA,45,1,4629.970298,Genotype_10899
ENV5,2018DS,2,NA,46,1,2613.15407,Genotype_10823
ENV1,2018DS,1,NA,4,2,2349.767442,Check5
ENV5,2018DS,2,NA,48,1,5441.592377,Genotype_10279
ENV5,2018DS,2,NA,49,1,6394.685288,Genotype_10850
ENV5,2018DS,2,NA,50,1,2060.084973,Genotype_10955
ENV5,2018DS,2,NA,51,1,3488.80814,Genotype_10346
ENV5,2018DS,2,NA,52,1,3796.540378,Genotype_10870
ENV5,2018DS,2,NA,53,1,4870.879121,Genotype_11003
ENV5,2018DS,2,NA,54,1,3757.92231,Genotype_10499
ENV5,2018DS,2,NA,55,1,3966.075581,Genotype_10362
ENV5,2018DS,2,NA,56,1,5211.203041,Genotype_10985
ENV5,2018DS,2,NA,57,1,3051.063689,Genotype_10639
ENV5,2018DS,2,NA,58,1,1928.51049,Genotype_10371
ENV5,2018DS,2,NA,59,1,2998.70801,Genotype_10430
ENV5,2018DS,2,NA,60,1,2687.063953,Genotype_10545
ENV5,2018DS,2,NA,61,1,2895.604396,Genotype_10984
ENV5,2018DS,2,NA,62,1,5345.374393,Genotype_10226
ENV5,2018DS,2,NA,63,1,4642.667959,Genotype_10444
ENV5,2018DS,2,NA,64,1,4197.889282,Genotype_10605
ENV5,2018DS,2,NA,65,1,4086.343529,Genotype_10531
ENV5,2018DS,2,NA,66,1,4953.804348,Genotype_10200
ENV5,2018DS,2,NA,67,1,2846.966052,Genotype_10568
ENV5,2018DS,2,NA,68,1,4591.234347,Genotype_10515
ENV1,2018DS,2,NA,2,48,3064.405685,Check5
ENV5,2018DS,2,NA,70,1,2057.665571,Genotype_10560
ENV5,2018DS,2,NA,71,1,4894.391431,Genotype_10589
ENV5,2018DS,2,NA,72,1,2665.780731,Genotype_10176
ENV5,2018DS,2,NA,73,1,5192.83999,Genotype_10401
ENV5,2018DS,2,NA,74,1,2228.827519,Genotype_10311
ENV5,2018DS,2,NA,75,1,3745.478036,Genotype_10813
ENV5,2018DS,2,NA,76,1,3313.631193,Genotype_10251
ENV5,2018DS,2,NA,77,1,3758.650652,Genotype_10816
ENV5,2018DS,2,NA,78,1,2621.631137,Genotype_10388
ENV5,2018DS,2,NA,79,1,3958.323643,Genotype_10598
ENV2,2018DS,1,NA,3,35,525.6410256,Check5
ENV5,2018DS,2,NA,81,1,2078.025899,Genotype_10801
ENV5,2018DS,2,NA,82,1,3231.761881,Genotype_10375
ENV5,2018DS,2,NA,83,1,3194.315245,Genotype_10173
ENV5,2018DS,2,NA,84,1,4609.481216,Genotype_10673
ENV5,2018DS,2,NA,85,1,4689.964611,Genotype_10787
ENV2,2018DS,2,NA,6,80,264.6541443,Check5
ENV5,2018DS,2,NA,86,2,3237.906977,Genotype_10175
ENV5,2018DS,2,NA,85,2,2403.526706,Genotype_10290
ENV5,2018DS,2,NA,84,2,4159.915319,Genotype_10240
ENV5,2018DS,2,NA,83,2,2767.745336,Genotype_10340
ENV5,2018DS,2,NA,82,2,3489.969333,Genotype_10633
ENV5,2018DS,2,NA,81,2,5131.926188,Genotype_10835
ENV5,2018DS,2,NA,80,2,2235.644007,Genotype_10629
ENV5,2018DS,2,NA,79,2,5727.165857,Genotype_10996
ENV5,2018DS,2,NA,78,2,1815.157356,Genotype_10736
ENV5,2018DS,2,NA,77,2,1969.153747,Genotype_10923
ENV5,2018DS,2,NA,76,2,6595.551062,Genotype_10419
ENV5,2018DS,1,NA,23,3,5689.914406,Check5
ENV5,2018DS,2,NA,74,2,3450.830565,Genotype_10455
ENV5,2018DS,2,NA,73,2,4554.919499,Genotype_10372
ENV5,2018DS,2,NA,72,2,1339.261286,Genotype_10496
ENV5,2018DS,2,NA,71,2,3468.329926,Genotype_10473
ENV5,2018DS,2,NA,70,2,854.7533861,Genotype_10222
ENV5,2018DS,2,NA,69,2,3787.50323,Genotype_10695
ENV5,2018DS,2,NA,68,2,2072.093023,Genotype_10683
ENV5,2018DS,2,NA,67,2,1241.860465,Genotype_10742
ENV5,2018DS,2,NA,66,2,3938.447927,Genotype_10766
ENV5,2018DS,2,NA,65,2,2278.246124,Genotype_10767
ENV5,2018DS,2,NA,64,2,1448.372093,Genotype_10659
ENV5,2018DS,2,NA,63,2,1638.940568,Genotype_10354
ENV5,2018DS,2,NA,62,2,4453.993933,Genotype_10937
ENV5,2018DS,2,NA,61,2,3147.182469,Genotype_10461
ENV5,2018DS,2,NA,60,2,5542.635659,Genotype_10994
ENV5,2018DS,2,NA,59,2,1594.508342,Genotype_10966
ENV5,2018DS,2,NA,58,2,4367.208038,Genotype_10273
ENV5,2018DS,2,NA,57,2,3640.040445,Genotype_10960
ENV5,2018DS,2,NA,56,2,2803.884488,Genotype_10704
ENV5,2018DS,2,NA,55,2,2871.92691,Genotype_10390
ENV5,2018DS,2,NA,54,2,3261.928188,Genotype_10874
ENV5,2018DS,2,NA,53,2,2707.945736,Genotype_10178
ENV5,2018DS,2,NA,52,2,4983.430233,Genotype_10328
ENV5,2018DS,2,NA,51,2,4223.013566,Genotype_10530
ENV5,2018DS,2,NA,50,2,1747.215248,Genotype_10760
ENV5,2018DS,2,NA,49,2,2841.886305,Genotype_10963
ENV5,2018DS,2,NA,48,2,4224.924166,Genotype_10508
ENV5,2018DS,2,NA,47,2,3750.38865,Genotype_10164
ENV5,2018DS,2,NA,46,2,2660.828488,Genotype_10881
ENV5,2018DS,2,NA,45,2,1195.652174,Genotype_10232
ENV5,2018DS,2,NA,44,2,2830.277778,Genotype_10211
ENV5,2018DS,2,NA,44,3,1721.71288,Genotype_10382
ENV5,2018DS,2,NA,45,3,3479.775748,Genotype_10615
ENV5,2018DS,2,NA,46,3,2741.879424,Genotype_10327
ENV5,2018DS,2,NA,47,3,3865.633075,Genotype_10361
ENV5,2018DS,2,NA,48,3,3044.362993,Genotype_10592
ENV5,2018DS,2,NA,49,3,2995.736434,Genotype_10582
ENV5,2018DS,2,NA,50,3,5005.434783,Genotype_10374
ENV5,2018DS,2,NA,51,3,3032.153691,Genotype_10911
ENV5,2018DS,2,NA,52,3,1645.510336,Genotype_10714
ENV5,2018DS,2,NA,53,3,4173.581269,Genotype_10854
ENV5,2018DS,2,NA,54,3,2053.488372,Genotype_10432
ENV5,2018DS,2,NA,55,3,2084.179095,Genotype_10288
ENV5,2018DS,2,NA,56,3,2894.031008,Genotype_10970
ENV5,2018DS,2,NA,57,3,1780.539228,Genotype_10162
ENV5,2018DS,2,NA,58,3,2472.211945,Genotype_10634
ENV5,2018DS,2,NA,59,3,2989.756067,Genotype_10248
ENV5,2018DS,2,NA,60,3,4577.041344,Genotype_10195
ENV5,2018DS,2,NA,61,3,2846.296764,Genotype_10353
ENV5,2018DS,2,NA,62,3,1586.033873,Genotype_10439
ENV5,2018DS,2,NA,75,2,4420.32967,Check5
ENV5,2018DS,2,NA,64,3,3101.191229,Genotype_10943
ENV5,2018DS,2,NA,65,3,4495.164729,Genotype_10363
ENV5,2018DS,2,NA,66,3,1964.439086,Genotype_10794
ENV5,2018DS,2,NA,67,3,4080.449783,Genotype_10478
ENV5,2018DS,2,NA,68,3,2738.307494,Genotype_10886
ENV5,2018DS,2,NA,69,3,3366.949911,Genotype_10720
ENV5,2018DS,2,NA,70,3,5019.457364,Genotype_10184
ENV5,2018DS,2,NA,71,3,3643.825834,Genotype_10306
ENV5,2018DS,2,NA,72,3,2584.971606,Genotype_10318
ENV5,2018DS,2,NA,73,3,4218.936877,Genotype_10795
ENV5,2018DS,2,NA,74,3,3245.510336,Genotype_10415
ENV5,2018DS,2,NA,75,3,1863.79866,Genotype_10262
ENV5,2018DS,2,NA,76,3,3804.050601,Genotype_10187
ENV5,2018DS,2,NA,77,3,1766.136951,Genotype_10198
ENV5,2018DS,2,NA,78,3,2279.928941,Genotype_10299
ENV5,2018DS,2,NA,79,3,3401.090116,Genotype_10302
ENV5,2018DS,2,NA,80,3,2841.440568,Genotype_10815
ENV5,2018DS,2,NA,81,3,3088.215564,Genotype_10705
ENV5,2018DS,2,NA,82,3,1756.078224,Genotype_10930
ENV5,2018DS,2,NA,83,3,494.3241279,Genotype_10941
ENV5,2018DS,2,NA,84,3,1076.898085,Genotype_10610
ENV5,2018DS,2,NA,85,3,2133.253286,Genotype_10811
ENV5,2018DS,2,NA,86,3,1466.566347,Genotype_10876
ENV5,2018DS,2,NA,86,4,3812.599029,Genotype_10475
ENV5,2018DS,2,NA,85,4,3409.460313,Genotype_10757
ENV5,2018DS,2,NA,84,4,2341.406849,Genotype_10471
ENV5,2018DS,2,NA,83,4,1944.815891,Genotype_10977
ENV5,2018DS,2,NA,82,4,1870.364987,Genotype_10902
ENV5,2018DS,2,NA,81,4,3542.467139,Genotype_10965
ENV5,2018DS,2,NA,80,4,1997.629696,Genotype_10925
ENV5,2018DS,2,NA,79,4,1489.94186,Genotype_10903
ENV5,2018DS,2,NA,78,4,1918.361276,Genotype_10647
ENV5,2018DS,2,NA,77,4,2038.145995,Genotype_10286
ENV5,2018DS,2,NA,76,4,2259.479272,Genotype_10337
ENV5,2018DS,2,NA,75,4,4120.942872,Genotype_10595
ENV5,2018DS,2,NA,74,4,2166.432405,Genotype_10869
ENV5,2018DS,2,NA,73,4,2642.950581,Genotype_10429
ENV5,2018DS,2,NA,72,4,974.3023256,Genotype_10853
ENV5,2018DS,2,NA,71,4,1481.495478,Genotype_10793
ENV5,2018DS,2,NA,70,4,2014.573643,Genotype_10947
ENV5,2018DS,2,NA,69,4,2557.977669,Genotype_10295
ENV5,2018DS,2,NA,68,4,2414.215116,Genotype_10594
ENV5,2018DS,2,NA,67,4,4038.915571,Genotype_10685
ENV5,2018DS,2,NA,66,4,3274.483204,Genotype_10980
ENV5,2018DS,2,NA,65,4,3472.118579,Genotype_10334
ENV5,2018DS,2,NA,64,4,1306.653747,Genotype_10701
ENV5,2018DS,2,NA,63,4,2066.828868,Genotype_10277
ENV5,2018DS,2,NA,62,4,2660.828488,Genotype_10847
ENV5,2018DS,2,NA,61,4,3603.64004,Genotype_10269
ENV5,2018DS,2,NA,60,4,858.5755814,Genotype_10309
ENV5,2018DS,2,NA,59,4,3430.630688,Genotype_10186
ENV5,2018DS,2,NA,58,4,2428.953488,Genotype_10359
ENV5,2018DS,2,NA,57,4,1406.581775,Genotype_10738
ENV5,2018DS,2,NA,56,4,1590.0695,Genotype_10786
ENV5,2018DS,2,NA,55,4,3190.208774,Genotype_10436
ENV5,2018DS,2,NA,54,4,3912.860212,Genotype_10928
ENV5,2018DS,2,NA,53,4,2850.067084,Genotype_10934
ENV5,2018DS,2,NA,52,4,2738.307494,Genotype_10370
ENV5,2018DS,2,NA,51,4,3671.717012,Genotype_10489
ENV5,2018DS,2,NA,50,4,3339.692872,Genotype_10932
ENV5,2018DS,2,NA,49,4,3416.304348,Genotype_10463
ENV5,2018DS,2,NA,48,4,3449.076795,Genotype_10725
ENV5,2018DS,2,NA,47,4,2834.95478,Genotype_10467
ENV5,2018DS,2,NA,46,4,1836.060192,Genotype_10611
ENV5,2018DS,2,NA,45,4,827.4456522,Genotype_10303
ENV5,2018DS,2,NA,44,4,3325.581395,Genotype_10389
ENV5,2018DS,2,NA,44,5,2091.073871,Genotype_10292
ENV5,2018DS,2,NA,45,5,1762.077167,Genotype_10169
ENV5,2018DS,2,NA,46,5,3144.379845,Genotype_10674
ENV5,2018DS,2,NA,47,5,1254.909561,Genotype_10254
ENV5,2018DS,2,NA,48,5,2115.01938,Genotype_10367
ENV5,2018DS,2,NA,49,5,3150.096899,Genotype_10743
ENV5,2018DS,2,NA,50,5,3411.779575,Genotype_10392
ENV5,2018DS,2,NA,51,5,1892.144703,Genotype_10448
ENV5,2018DS,2,NA,52,5,2281.860465,Genotype_10386
ENV5,2018DS,2,NA,53,5,2890.232558,Genotype_10472
ENV5,2018DS,2,NA,54,5,1265.307798,Genotype_10413
ENV5,2018DS,2,NA,55,5,2070.694444,Genotype_10441
ENV5,2018DS,2,NA,56,5,2397.987478,Genotype_10856
ENV5,2018DS,2,NA,57,5,2202.810078,Genotype_10770
ENV5,2018DS,2,NA,58,5,1005.05814,Genotype_10895
ENV5,2018DS,2,NA,59,5,1501.658873,Genotype_10516
ENV5,2018DS,2,NA,60,5,2688.220284,Genotype_10266
ENV5,2018DS,2,NA,61,5,786.7985339,Genotype_10936
ENV5,2018DS,2,NA,62,5,1574.651163,Genotype_10799
ENV5,2018DS,2,NA,63,5,1565.454894,Genotype_10782
ENV5,2018DS,2,NA,64,5,4479.376438,Genotype_10775
ENV5,2018DS,2,NA,65,5,2497.194135,Genotype_10456
ENV5,2018DS,2,NA,66,5,2634.864762,Genotype_10485
ENV5,2018DS,2,NA,67,5,2698.172757,Genotype_10825
ENV5,2018DS,2,NA,68,5,3301.592518,Genotype_10503
ENV5,2018DS,2,NA,69,5,508.55192,Genotype_10949
ENV5,2018DS,2,NA,70,5,3101.81686,Genotype_10755
ENV5,2018DS,2,NA,71,5,2097.4677,Genotype_10411
ENV5,2018DS,2,NA,72,5,1712.151163,Genotype_10752
ENV5,2018DS,2,NA,73,5,3895.364636,Genotype_10667
ENV5,2018DS,2,NA,74,5,2067.884226,Genotype_10297
ENV5,2018DS,2,NA,75,5,3135.585187,Genotype_10717
ENV5,2018DS,2,NA,76,5,2614.570413,Genotype_10220
ENV5,2018DS,2,NA,77,5,2365.859173,Genotype_10224
ENV5,2018DS,2,NA,78,5,1277.790698,Genotype_10228
ENV5,2018DS,2,NA,79,5,2798.281092,Genotype_10431
ENV5,2018DS,2,NA,80,5,3070.633075,Genotype_10844
ENV5,2018DS,2,NA,81,5,2337.112403,Genotype_10719
ENV5,2018DS,2,NA,82,5,2382.052578,Genotype_10462
ENV5,2018DS,2,NA,83,5,2424.60819,Genotype_10457
ENV5,2018DS,2,NA,84,5,2026.072351,Genotype_10919
ENV5,2018DS,2,NA,85,5,2398.449612,Genotype_10421
ENV5,2018DS,2,NA,86,5,1604.793282,Genotype_10321
ENV5,2018DS,2,NA,86,6,2273.372093,Genotype_10298
ENV5,2018DS,2,NA,85,6,2717.691481,Genotype_10587
ENV5,2018DS,2,NA,84,6,2627.309609,Genotype_10483
ENV5,2018DS,2,NA,83,6,3829.23588,Genotype_10762
ENV5,2018DS,2,NA,82,6,1897.541709,Genotype_10697
ENV5,2018DS,2,NA,81,6,1551.598837,Genotype_10849
ENV5,2018DS,2,NA,80,6,2607.138243,Genotype_10690
ENV5,2018DS,2,NA,79,6,1234.911081,Genotype_10707
ENV5,2018DS,2,NA,78,6,1770.600775,Genotype_10493
ENV5,2018DS,2,NA,77,6,3489.307381,Genotype_10500
ENV5,2018DS,2,NA,76,6,3350.923773,Genotype_10588
ENV5,2018DS,2,NA,75,6,2693.394703,Genotype_10814
ENV5,2018DS,2,NA,74,6,1335.197028,Genotype_10596
ENV5,2018DS,2,NA,73,6,2584.567745,Genotype_10826
ENV5,2018DS,2,NA,72,6,2301.617796,Genotype_10270
ENV5,2018DS,2,NA,71,6,806.1899646,Genotype_10706
ENV5,2018DS,2,NA,70,6,2033.133075,Genotype_10829
ENV5,2018DS,2,NA,69,6,2800.729904,Genotype_10555
ENV5,2018DS,2,NA,68,6,2101.631137,Genotype_10684
ENV5,2018DS,2,NA,67,6,1458.278424,Genotype_10626
ENV5,2018DS,2,NA,66,6,2056.698686,Genotype_10289
ENV5,2018DS,2,NA,65,6,748.3947028,Genotype_10347
ENV5,2018DS,2,NA,64,6,2430.248357,Genotype_10480
ENV5,2018DS,2,NA,63,6,2878.139535,Genotype_10721
ENV5,2018DS,2,NA,62,6,3090.141835,Genotype_10961
ENV5,2018DS,2,NA,61,6,1425.155039,Genotype_10796
ENV5,2018DS,2,NA,60,6,1448.998357,Genotype_10630
ENV5,2018DS,2,NA,59,6,3438.574317,Genotype_10912
ENV5,2018DS,2,NA,58,6,4075.315976,Genotype_10654
ENV5,2018DS,2,NA,57,6,3030.416667,Genotype_10400
ENV5,2018DS,2,NA,56,6,4455.871454,Genotype_10904
ENV5,2018DS,2,NA,55,6,658.4084302,Genotype_10590
ENV5,2018DS,2,NA,54,6,2650.452196,Genotype_10805
ENV5,2018DS,2,NA,53,6,3501.131193,Genotype_10352
ENV5,2018DS,2,NA,52,6,785.4809151,Genotype_10424
ENV5,2018DS,2,NA,51,6,2079.335187,Genotype_10578
ENV5,2018DS,2,NA,50,6,2358.120155,Genotype_10395
ENV5,2018DS,2,NA,49,6,2770.691214,Genotype_10488
ENV5,2018DS,2,NA,48,6,1066.705426,Genotype_10417
ENV5,2018DS,2,NA,47,6,1943.386628,Genotype_10445
ENV5,2018DS,2,NA,46,6,3855.870829,Genotype_10785
ENV5,2018DS,2,NA,45,6,2597.205882,Genotype_10416
ENV5,2018DS,2,NA,44,6,3079.376438,Genotype_10274
ENV3,2018DS,1,NA,1,1,3117.732558,Genotype_10367
ENV3,2018DS,1,NA,2,1,5005.813953,Genotype_10705
ENV3,2018DS,1,NA,3,1,3000,Genotype_10500
ENV3,2018DS,1,NA,4,1,2539.934226,Genotype_10762
ENV3,2018DS,1,NA,5,1,4702.026163,Genotype_10801
ENV3,2018DS,1,NA,6,1,3337.125872,Genotype_10793
ENV3,2018DS,1,NA,7,1,3010.465116,Genotype_10346
ENV3,2018DS,1,NA,8,1,3791.162791,Genotype_10743
ENV3,2018DS,1,NA,9,1,3271.19186,Genotype_10439
ENV3,2018DS,1,NA,10,1,4784.673939,Genotype_10707
ENV3,2018DS,1,NA,11,1,5091.93314,Genotype_10269
ENV3,2018DS,1,NA,12,1,4520.930233,Genotype_10912
ENV3,2018DS,1,NA,13,1,4383.03314,Genotype_10232
ENV3,2018DS,1,NA,14,1,2377.761628,Genotype_10590
ENV3,2018DS,1,NA,15,1,2015.715698,Genotype_10930
ENV3,2018DS,1,NA,16,1,2654.598309,Genotype_10430
ENV3,2018DS,1,NA,17,1,3344.877616,Genotype_10478
ENV3,2018DS,1,NA,18,1,2443.168605,Genotype_10853
ENV3,2018DS,1,NA,19,1,1808.372093,Genotype_10937
ENV3,2018DS,1,NA,20,1,2525.773196,Genotype_10531
ENV3,2018DS,1,NA,21,1,4676.75,Genotype_10701
ENV3,2018DS,1,NA,22,1,2072.587209,Genotype_10475
ENV3,2018DS,1,NA,23,1,3433.597384,Genotype_10286
ENV3,2018DS,1,NA,24,1,2092.354651,Genotype_10902
ENV3,2018DS,1,NA,25,1,2045.454545,Genotype_10175
ENV3,2018DS,1,NA,26,1,2282.936047,Genotype_10720
ENV3,2018DS,1,NA,27,1,2418.809302,Genotype_10279
ENV3,2018DS,1,NA,28,1,3897.52907,Genotype_10424
ENV3,2018DS,1,NA,29,1,3344.877616,Genotype_10400
ENV3,2018DS,1,NA,30,1,2583.982558,Genotype_10327
ENV3,2018DS,1,NA,31,1,2813.023256,Genotype_10389
ENV3,2018DS,1,NA,32,1,2480.755814,Genotype_10984
ENV3,2018DS,1,NA,33,1,3337.125872,Genotype_10814
ENV3,2018DS,1,NA,34,1,3000.75,Genotype_10240
ENV3,2018DS,1,NA,35,1,5005.813953,Genotype_10826
ENV3,2018DS,1,NA,36,1,4441.188663,Genotype_10941
ENV3,2018DS,1,NA,37,1,2505.813953,Genotype_10303
ENV3,2018DS,1,NA,38,1,2734.505814,Genotype_10372
ENV3,2018DS,1,NA,39,1,2232.296512,Genotype_10825
ENV3,2018DS,1,NA,40,1,3341.001744,Genotype_10471
ENV3,2018DS,1,NA,41,1,1962.80407,Genotype_10980
ENV3,2018DS,1,NA,42,1,3449.650581,Genotype_10178
ENV3,2018DS,1,NA,43,1,5303.746404,Genotype_10760
ENV3,2018DS,1,NA,43,2,3200,Genotype_10273
ENV3,2018DS,1,NA,42,2,5023.255814,Genotype_10472
ENV3,2018DS,1,NA,41,2,3382.848837,Genotype_10516
ENV3,2018DS,1,NA,40,2,5337.55814,Genotype_10811
ENV3,2018DS,1,NA,39,2,2375,Genotype_10374
ENV3,2018DS,1,NA,38,2,2203.90592,Genotype_10455
ENV3,2018DS,1,NA,37,2,1775.416866,Genotype_10187
ENV3,2018DS,1,NA,36,2,1799.97093,Genotype_10594
ENV3,2018DS,1,NA,35,2,5958.029651,Genotype_10441
ENV3,2018DS,1,NA,34,2,4251.324128,Genotype_10489
ENV3,2018DS,1,NA,33,2,3337.125872,Genotype_10592
ENV3,2018DS,1,NA,32,2,3218.604651,Genotype_10248
ENV3,2018DS,1,NA,31,2,3382.848837,Genotype_10582
ENV3,2018DS,1,NA,30,2,3621.534012,Genotype_10970
ENV3,2018DS,1,NA,29,2,5000,Genotype_10401
ENV3,2018DS,1,NA,28,2,2205.868023,Genotype_10224
ENV3,2018DS,1,NA,27,2,2483.633721,Genotype_10419
ENV3,2018DS,1,NA,12,5,2618.994378,Check5
ENV3,2018DS,1,NA,25,2,2169.269477,Genotype_10169
ENV3,2018DS,1,NA,24,2,4380.087209,Genotype_10847
ENV3,2018DS,1,NA,23,2,2450,Genotype_10963
ENV3,2018DS,1,NA,22,2,3337.125872,Genotype_10186
ENV3,2018DS,1,NA,21,2,1681.628201,Genotype_10961
ENV3,2018DS,1,NA,20,2,3945.744362,Genotype_10714
ENV3,2018DS,1,NA,19,2,5023.255814,Genotype_10444
ENV3,2018DS,1,NA,18,2,2807.263372,Genotype_10697
ENV3,2018DS,1,NA,17,2,5091.104651,Genotype_10704
ENV3,2018DS,1,NA,16,2,6697.75814,Genotype_10849
ENV3,2018DS,1,NA,15,2,3954.593023,Genotype_10337
ENV3,2018DS,1,NA,14,2,3415.813953,Genotype_10473
ENV3,2018DS,1,NA,13,2,2089.764535,Genotype_10633
ENV3,2018DS,1,NA,12,2,2305.348837,Genotype_10318
ENV3,2018DS,1,NA,11,2,1718.181686,Genotype_10362
ENV3,2018DS,1,NA,10,2,3348.753488,Genotype_10270
ENV3,2018DS,1,NA,9,2,2208.427035,Genotype_10386
ENV3,2018DS,1,NA,8,2,4215.403779,Genotype_10985
ENV3,2018DS,1,NA,7,2,2489.897522,Genotype_10578
ENV3,2018DS,1,NA,6,2,5079.868452,Genotype_10943
ENV3,2018DS,1,NA,5,2,4136.347093,Genotype_10463
ENV3,2018DS,1,NA,4,2,1666.75,Genotype_10874
ENV3,2018DS,1,NA,3,2,1373.401163,Genotype_10445
ENV3,2018DS,1,NA,2,2,1666.75,Genotype_10375
ENV3,2018DS,1,NA,1,2,3375,Genotype_10436
ENV3,2018DS,1,NA,1,3,1654.307072,Genotype_10684
ENV3,2018DS,1,NA,2,3,1128.924419,Genotype_10347
ENV3,2018DS,1,NA,3,3,3153.662791,Genotype_10595
ENV3,2018DS,2,NA,79,4,2967.151163,Check5
ENV3,2018DS,1,NA,5,3,2125,Genotype_10850
ENV3,2018DS,1,NA,6,3,3189.217759,Genotype_10457
ENV3,2018DS,1,NA,7,3,4641.133721,Genotype_10815
ENV3,2018DS,1,NA,8,3,2458.25,Genotype_10309
ENV3,2018DS,1,NA,9,3,1583.25,Genotype_10392
ENV3,2018DS,1,NA,10,3,3333.25,Genotype_10960
ENV3,2018DS,1,NA,11,3,1415.877487,Genotype_10429
ENV3,2018DS,1,NA,12,3,2252.701433,Genotype_10371
ENV3,2018DS,1,NA,13,3,2401.779422,Genotype_10770
ENV3,2018DS,1,NA,14,3,3890.930233,Genotype_10647
ENV3,2018DS,1,NA,15,3,2164.230523,Genotype_10354
ENV3,2018DS,1,NA,16,3,1670.626163,Genotype_10262
ENV3,2018DS,1,NA,17,3,1666.75,Genotype_10589
ENV3,2018DS,1,NA,18,3,2631.104651,Genotype_10254
ENV3,2018DS,1,NA,19,3,4710.930233,Genotype_10786
ENV3,2018DS,1,NA,20,3,2451.300647,Genotype_10934
ENV3,2018DS,1,NA,21,3,3128.633721,Genotype_10277
ENV3,2018DS,1,NA,22,3,1664.811919,Genotype_10966
ENV3,2018DS,1,NA,23,3,1743.112245,Genotype_10752
ENV3,2018DS,1,NA,24,3,875,Genotype_10321
ENV3,2018DS,1,NA,25,3,1638.352713,Genotype_10605
ENV3,2018DS,1,NA,26,3,1132.70199,Genotype_10717
ENV3,2018DS,1,NA,27,3,2946.569767,Genotype_10611
ENV3,2018DS,1,NA,28,3,2452.848837,Genotype_10295
ENV3,2018DS,1,NA,29,3,1670.626163,Genotype_10200
ENV3,2018DS,1,NA,30,3,2249.850247,Genotype_10639
ENV3,2018DS,1,NA,31,3,1712.222674,Genotype_10560
ENV3,2018DS,1,NA,32,3,5017.44186,Genotype_10626
ENV3,2018DS,1,NA,33,3,2640.261628,Genotype_10955
ENV3,2018DS,1,NA,34,3,1716.195349,Genotype_10757
ENV3,2018DS,1,NA,35,3,5017.44186,Genotype_10928
ENV3,2018DS,1,NA,36,3,2252.728999,Genotype_10421
ENV3,2018DS,1,NA,37,3,2829.955523,Genotype_10352
ENV3,2018DS,1,NA,38,3,3341.001744,Genotype_10816
ENV3,2018DS,1,NA,39,3,3382.848837,Genotype_10461
ENV3,2018DS,1,NA,40,3,5138.672674,Genotype_10736
ENV3,2018DS,1,NA,41,3,2724.337625,Genotype_10881
ENV3,2018DS,1,NA,42,3,3378.924419,Genotype_10977
ENV3,2018DS,1,NA,43,3,2706.27907,Genotype_10334
ENV3,2018DS,1,NA,43,4,2481.507558,Genotype_10782
ENV4,2018DS,1,NA,36,3,5435.459244,Check5
ENV3,2018DS,1,NA,41,4,2422.370349,Genotype_10288
ENV3,2018DS,1,NA,40,4,2661.000291,Genotype_10854
ENV3,2018DS,1,NA,39,4,2676.052616,Genotype_10266
ENV3,2018DS,1,NA,38,4,2422.370349,Genotype_10766
ENV3,2018DS,1,NA,37,4,3176.620349,Genotype_10615
ENV3,2018DS,1,NA,36,4,3481.490271,Genotype_10932
ENV3,2018DS,1,NA,35,4,4204.883721,Genotype_10448
ENV3,2018DS,1,NA,34,4,1939.037791,Genotype_10162
ENV3,2018DS,1,NA,33,4,1908.384012,Genotype_10787
ENV3,2018DS,1,NA,32,4,1668.688081,Genotype_10919
ENV3,2018DS,1,NA,31,4,2574.418605,Genotype_10220
ENV3,2018DS,1,NA,30,4,3876.471987,Genotype_10297
ENV3,2018DS,1,NA,29,4,2308.023256,Genotype_10340
ENV3,2018DS,1,NA,28,4,2210.817733,Genotype_10456
ENV3,2018DS,1,NA,27,4,2297.235756,Genotype_10164
ENV3,2018DS,1,NA,26,4,1670.626163,Genotype_10587
ENV3,2018DS,1,NA,25,4,1799.654942,Genotype_10923
ENV3,2018DS,1,NA,24,4,1670.626163,Genotype_10488
ENV3,2018DS,1,NA,23,4,2384.0375,Genotype_10555
ENV3,2018DS,1,NA,22,4,2712.55814,Genotype_10667
ENV3,2018DS,1,NA,21,4,3010.465116,Genotype_10996
ENV3,2018DS,1,NA,20,4,3344.877616,Genotype_10292
ENV3,2018DS,1,NA,19,4,3117.732558,Genotype_10289
ENV3,2018DS,1,NA,18,4,1664.811919,Genotype_10721
